Survey_ID,Ground_Truth_Class,Img_Minus30,Img_Minus20,Img_Minus10,Img_Target,Img_Target_Original,Img_Full
26,Descending,S026_minus30_crop.jpg,S026_minus20_crop.jpg,S026_minus10_crop.jpg,S026_target_crop.jpg,S026_target_original.jpg,S026_full_context.jpg
27,Descending,S027_minus30_crop.jpg,S027_minus20_crop.jpg,S027_minus10_crop.jpg,S027_target_crop.jpg,S027_target_original.jpg,S027_full_context.jpg
28,Ascending,S028_minus30_crop.jpg,S028_minus20_crop.jpg,S028_minus10_crop.jpg,S028_target_crop.jpg,S028_target_original.jpg,S028_full_context.jpg
29,Passing,S029_minus30_crop.jpg,S029_minus20_crop.jpg,S029_minus10_crop.jpg,S029_target_crop.jpg,S029_target_original.jpg,S029_full_context.jpg
30,Descending,S030_minus30_crop.jpg,S030_minus20_crop.jpg,S030_minus10_crop.jpg,S030_target_crop.jpg,S030_target_original.jpg,S030_full_context.jpg
31,Descending,S031_minus30_crop.jpg,S031_minus20_crop.jpg,S031_minus10_crop.jpg,S031_target_crop.jpg,S031_target_original.jpg,S031_full_context.jpg
32,Descending,S032_minus30_crop.jpg,S032_minus20_crop.jpg,S032_minus10_crop.jpg,S032_target_crop.jpg,S032_target_original.jpg,S032_full_context.jpg
33,Passing,S033_minus30_crop.jpg,S033_minus20_crop.jpg,S033_minus10_crop.jpg,S033_target_crop.jpg,S033_target_original.jpg,S033_full_context.jpg
34,Passing,S034_minus30_crop.jpg,S034_minus20_crop.jpg,S034_minus10_crop.jpg,S034_target_crop.jpg,S034_target_original.jpg,S034_full_context.jpg
35,Descending,S035_minus30_crop.jpg,S035_minus20_crop.jpg,S035_minus10_crop.jpg,S035_target_crop.jpg,S035_target_original.jpg,S035_full_context.jpg
36,Passing,S036_minus30_crop.jpg,S036_minus20_crop.jpg,S036_minus10_crop.jpg,S036_target_crop.jpg,S036_target_original.jpg,S036_full_context.jpg
37,Ascending,S037_minus30_crop.jpg,S037_minus20_crop.jpg,S037_minus10_crop.jpg,S037_target_crop.jpg,S037_target_original.jpg,S037_full_context.jpg
38,Ascending,S038_minus30_crop.jpg,S038_minus20_crop.jpg,S038_minus10_crop.jpg,S038_target_crop.jpg,S038_target_original.jpg,S038_full_context.jpg
39,Descending,S039_minus30_crop.jpg,S039_minus20_crop.jpg,S039_minus10_crop.jpg,S039_target_crop.jpg,S039_target_original.jpg,S039_full_context.jpg
40,Passing,S040_minus30_crop.jpg,S040_minus20_crop.jpg,S040_minus10_crop.jpg,S040_target_crop.jpg,S040_target_original.jpg,S040_full_context.jpg
41,Descending,S041_minus30_crop.jpg,S041_minus20_crop.jpg,S041_minus10_crop.jpg,S041_target_crop.jpg,S041_target_original.jpg,S041_full_context.jpg
42,Passing,S042_minus30_crop.jpg,S042_minus20_crop.jpg,S042_minus10_crop.jpg,S042_target_crop.jpg,S042_target_original.jpg,S042_full_context.jpg
43,Descending,S043_minus30_crop.jpg,S043_minus20_crop.jpg,S043_minus10_crop.jpg,S043_target_crop.jpg,S043_target_original.jpg,S043_full_context.jpg
44,Passing,S044_minus30_crop.jpg,S044_minus20_crop.jpg,S044_minus10_crop.jpg,S044_target_crop.jpg,S044_target_original.jpg,S044_full_context.jpg
45,Passing,S045_minus30_crop.jpg,S045_minus20_crop.jpg,S045_minus10_crop.jpg,S045_target_crop.jpg,S045_target_original.jpg,S045_full_context.jpg
46,Descending,S046_minus30_crop.jpg,S046_minus20_crop.jpg,S046_minus10_crop.jpg,S046_target_crop.jpg,S046_target_original.jpg,S046_full_context.jpg
47,Descending,S047_minus30_crop.jpg,S047_minus20_crop.jpg,S047_minus10_crop.jpg,S047_target_crop.jpg,S047_target_original.jpg,S047_full_context.jpg
48,Passing,S048_minus30_crop.jpg,S048_minus20_crop.jpg,S048_minus10_crop.jpg,S048_target_crop.jpg,S048_target_original.jpg,S048_full_context.jpg
49,Passing,S049_minus30_crop.jpg,S049_minus20_crop.jpg,S049_minus10_crop.jpg,S049_target_crop.jpg,S049_target_original.jpg,S049_full_context.jpg
50,Descending,S050_minus30_crop.jpg,S050_minus20_crop.jpg,S050_minus10_crop.jpg,S050_target_crop.jpg,S050_target_original.jpg,S050_full_context.jpg
51,Ascending,S051_minus30_crop.jpg,S051_minus20_crop.jpg,S051_minus10_crop.jpg,S051_target_crop.jpg,S051_target_original.jpg,S051_full_context.jpg
52,Ascending,S052_minus30_crop.jpg,S052_minus20_crop.jpg,S052_minus10_crop.jpg,S052_target_crop.jpg,S052_target_original.jpg,S052_full_context.jpg
53,Ascending,S053_minus30_crop.jpg,S053_minus20_crop.jpg,S053_minus10_crop.jpg,S053_target_crop.jpg,S053_target_original.jpg,S053_full_context.jpg
54,Passing,S054_minus30_crop.jpg,S054_minus20_crop.jpg,S054_minus10_crop.jpg,S054_target_crop.jpg,S054_target_original.jpg,S054_full_context.jpg
55,Descending,S055_minus30_crop.jpg,S055_minus20_crop.jpg,S055_minus10_crop.jpg,S055_target_crop.jpg,S055_target_original.jpg,S055_full_context.jpg
56,Descending,S056_minus30_crop.jpg,S056_minus20_crop.jpg,S056_minus10_crop.jpg,S056_target_crop.jpg,S056_target_original.jpg,S056_full_context.jpg
57,Passing,S057_minus30_crop.jpg,S057_minus20_crop.jpg,S057_minus10_crop.jpg,S057_target_crop.jpg,S057_target_original.jpg,S057_full_context.jpg
58,Descending,S058_minus30_crop.jpg,S058_minus20_crop.jpg,S058_minus10_crop.jpg,S058_target_crop.jpg,S058_target_original.jpg,S058_full_context.jpg
59,Passing,S059_minus30_crop.jpg,S059_minus20_crop.jpg,S059_minus10_crop.jpg,S059_target_crop.jpg,S059_target_original.jpg,S059_full_context.jpg
60,Descending,S060_minus30_crop.jpg,S060_minus20_crop.jpg,S060_minus10_crop.jpg,S060_target_crop.jpg,S060_target_original.jpg,S060_full_context.jpg
61,Ascending,S061_minus30_crop.jpg,S061_minus20_crop.jpg,S061_minus10_crop.jpg,S061_target_crop.jpg,S061_target_original.jpg,S061_full_context.jpg
62,Descending,S062_minus30_crop.jpg,S062_minus20_crop.jpg,S062_minus10_crop.jpg,S062_target_crop.jpg,S062_target_original.jpg,S062_full_context.jpg
63,Descending,S063_minus30_crop.jpg,S063_minus20_crop.jpg,S063_minus10_crop.jpg,S063_target_crop.jpg,S063_target_original.jpg,S063_full_context.jpg
64,Ascending,S064_minus30_crop.jpg,S064_minus20_crop.jpg,S064_minus10_crop.jpg,S064_target_crop.jpg,S064_target_original.jpg,S064_full_context.jpg
65,Passing,S065_minus30_crop.jpg,S065_minus20_crop.jpg,S065_minus10_crop.jpg,S065_target_crop.jpg,S065_target_original.jpg,S065_full_context.jpg
66,Descending,S066_minus30_crop.jpg,S066_minus20_crop.jpg,S066_minus10_crop.jpg,S066_target_crop.jpg,S066_target_original.jpg,S066_full_context.jpg
67,Ascending,S067_minus30_crop.jpg,S067_minus20_crop.jpg,S067_minus10_crop.jpg,S067_target_crop.jpg,S067_target_original.jpg,S067_full_context.jpg
68,Ascending,S068_minus30_crop.jpg,S068_minus20_crop.jpg,S068_minus10_crop.jpg,S068_target_crop.jpg,S068_target_original.jpg,S068_full_context.jpg
69,Ascending,S069_minus30_crop.jpg,S069_minus20_crop.jpg,S069_minus10_crop.jpg,S069_target_crop.jpg,S069_target_original.jpg,S069_full_context.jpg
70,Descending,S070_minus30_crop.jpg,S070_minus20_crop.jpg,S070_minus10_crop.jpg,S070_target_crop.jpg,S070_target_original.jpg,S070_full_context.jpg
71,Ascending,S071_minus30_crop.jpg,S071_minus20_crop.jpg,S071_minus10_crop.jpg,S071_target_crop.jpg,S071_target_original.jpg,S071_full_context.jpg
72,Ascending,S072_minus30_crop.jpg,S072_minus20_crop.jpg,S072_minus10_crop.jpg,S072_target_crop.jpg,S072_target_original.jpg,S072_full_context.jpg
73,Descending,S073_minus30_crop.jpg,S073_minus20_crop.jpg,S073_minus10_crop.jpg,S073_target_crop.jpg,S073_target_original.jpg,S073_full_context.jpg
74,Ascending,S074_minus30_crop.jpg,S074_minus20_crop.jpg,S074_minus10_crop.jpg,S074_target_crop.jpg,S074_target_original.jpg,S074_full_context.jpg
75,Descending,S075_minus30_crop.jpg,S075_minus20_crop.jpg,S075_minus10_crop.jpg,S075_target_crop.jpg,S075_target_original.jpg,S075_full_context.jpg
76,Descending,S076_minus30_crop.jpg,S076_minus20_crop.jpg,S076_minus10_crop.jpg,S076_target_crop.jpg,S076_target_original.jpg,S076_full_context.jpg
77,Passing,S077_minus30_crop.jpg,S077_minus20_crop.jpg,S077_minus10_crop.jpg,S077_target_crop.jpg,S077_target_original.jpg,S077_full_context.jpg
78,Descending,S078_minus30_crop.jpg,S078_minus20_crop.jpg,S078_minus10_crop.jpg,S078_target_crop.jpg,S078_target_original.jpg,S078_full_context.jpg
79,Ascending,S079_minus30_crop.jpg,S079_minus20_crop.jpg,S079_minus10_crop.jpg,S079_target_crop.jpg,S079_target_original.jpg,S079_full_context.jpg
80,Passing,S080_minus30_crop.jpg,S080_minus20_crop.jpg,S080_minus10_crop.jpg,S080_target_crop.jpg,S080_target_original.jpg,S080_full_context.jpg
81,Passing,S081_minus30_crop.jpg,S081_minus20_crop.jpg,S081_minus10_crop.jpg,S081_target_crop.jpg,S081_target_original.jpg,S081_full_context.jpg
82,Descending,S082_minus30_crop.jpg,S082_minus20_crop.jpg,S082_minus10_crop.jpg,S082_target_crop.jpg,S082_target_original.jpg,S082_full_context.jpg
83,Descending,S083_minus30_crop.jpg,S083_minus20_crop.jpg,S083_minus10_crop.jpg,S083_target_crop.jpg,S083_target_original.jpg,S083_full_context.jpg
84,Ascending,S084_minus30_crop.jpg,S084_minus20_crop.jpg,S084_minus10_crop.jpg,S084_target_crop.jpg,S084_target_original.jpg,S084_full_context.jpg
85,Descending,S085_minus30_crop.jpg,S085_minus20_crop.jpg,S085_minus10_crop.jpg,S085_target_crop.jpg,S085_target_original.jpg,S085_full_context.jpg
86,Ascending,S086_minus30_crop.jpg,S086_minus20_crop.jpg,S086_minus10_crop.jpg,S086_target_crop.jpg,S086_target_original.jpg,S086_full_context.jpg
87,Passing,S087_minus30_crop.jpg,S087_minus20_crop.jpg,S087_minus10_crop.jpg,S087_target_crop.jpg,S087_target_original.jpg,S087_full_context.jpg
88,Descending,S088_minus30_crop.jpg,S088_minus20_crop.jpg,S088_minus10_crop.jpg,S088_target_crop.jpg,S088_target_original.jpg,S088_full_context.jpg
89,Passing,S089_minus30_crop.jpg,S089_minus20_crop.jpg,S089_minus10_crop.jpg,S089_target_crop.jpg,S089_target_original.jpg,S089_full_context.jpg
90,Descending,S090_minus30_crop.jpg,S090_minus20_crop.jpg,S090_minus10_crop.jpg,S090_target_crop.jpg,S090_target_original.jpg,S090_full_context.jpg
91,Descending,S091_minus30_crop.jpg,S091_minus20_crop.jpg,S091_minus10_crop.jpg,S091_target_crop.jpg,S091_target_original.jpg,S091_full_context.jpg
92,Ascending,S092_minus30_crop.jpg,S092_minus20_crop.jpg,S092_minus10_crop.jpg,S092_target_crop.jpg,S092_target_original.jpg,S092_full_context.jpg
93,Ascending,S093_minus30_crop.jpg,S093_minus20_crop.jpg,S093_minus10_crop.jpg,S093_target_crop.jpg,S093_target_original.jpg,S093_full_context.jpg
94,Passing,S094_minus30_crop.jpg,S094_minus20_crop.jpg,S094_minus10_crop.jpg,S094_target_crop.jpg,S094_target_original.jpg,S094_full_context.jpg
95,Descending,S095_minus30_crop.jpg,S095_minus20_crop.jpg,S095_minus10_crop.jpg,S095_target_crop.jpg,S095_target_original.jpg,S095_full_context.jpg
96,Passing,S096_minus30_crop.jpg,S096_minus20_crop.jpg,S096_minus10_crop.jpg,S096_target_crop.jpg,S096_target_original.jpg,S096_full_context.jpg
97,Ascending,S097_minus30_crop.jpg,S097_minus20_crop.jpg,S097_minus10_crop.jpg,S097_target_crop.jpg,S097_target_original.jpg,S097_full_context.jpg
98,Descending,S098_minus30_crop.jpg,S098_minus20_crop.jpg,S098_minus10_crop.jpg,S098_target_crop.jpg,S098_target_original.jpg,S098_full_context.jpg
99,Descending,S099_minus30_crop.jpg,S099_minus20_crop.jpg,S099_minus10_crop.jpg,S099_target_crop.jpg,S099_target_original.jpg,S099_full_context.jpg
100,Descending,S100_minus30_crop.jpg,S100_minus20_crop.jpg,S100_minus10_crop.jpg,S100_target_crop.jpg,S100_target_original.jpg,S100_full_context.jpg
101,Descending,S101_minus30_crop.jpg,S101_minus20_crop.jpg,S101_minus10_crop.jpg,S101_target_crop.jpg,S101_target_original.jpg,S101_full_context.jpg
102,Descending,S102_minus30_crop.jpg,S102_minus20_crop.jpg,S102_minus10_crop.jpg,S102_target_crop.jpg,S102_target_original.jpg,S102_full_context.jpg
103,Passing,S103_minus30_crop.jpg,S103_minus20_crop.jpg,S103_minus10_crop.jpg,S103_target_crop.jpg,S103_target_original.jpg,S103_full_context.jpg
104,Passing,S104_minus30_crop.jpg,S104_minus20_crop.jpg,S104_minus10_crop.jpg,S104_target_crop.jpg,S104_target_original.jpg,S104_full_context.jpg
105,Descending,S105_minus30_crop.jpg,S105_minus20_crop.jpg,S105_minus10_crop.jpg,S105_target_crop.jpg,S105_target_original.jpg,S105_full_context.jpg
106,Descending,S106_minus30_crop.jpg,S106_minus20_crop.jpg,S106_minus10_crop.jpg,S106_target_crop.jpg,S106_target_original.jpg,S106_full_context.jpg
107,Ascending,S107_minus30_crop.jpg,S107_minus20_crop.jpg,S107_minus10_crop.jpg,S107_target_crop.jpg,S107_target_original.jpg,S107_full_context.jpg
108,Descending,S108_minus30_crop.jpg,S108_minus20_crop.jpg,S108_minus10_crop.jpg,S108_target_crop.jpg,S108_target_original.jpg,S108_full_context.jpg
109,Ascending,S109_minus30_crop.jpg,S109_minus20_crop.jpg,S109_minus10_crop.jpg,S109_target_crop.jpg,S109_target_original.jpg,S109_full_context.jpg
110,Descending,S110_minus30_crop.jpg,S110_minus20_crop.jpg,S110_minus10_crop.jpg,S110_target_crop.jpg,S110_target_original.jpg,S110_full_context.jpg
111,Passing,S111_minus30_crop.jpg,S111_minus20_crop.jpg,S111_minus10_crop.jpg,S111_target_crop.jpg,S111_target_original.jpg,S111_full_context.jpg
112,Passing,S112_minus30_crop.jpg,S112_minus20_crop.jpg,S112_minus10_crop.jpg,S112_target_crop.jpg,S112_target_original.jpg,S112_full_context.jpg
113,Descending,S113_minus30_crop.jpg,S113_minus20_crop.jpg,S113_minus10_crop.jpg,S113_target_crop.jpg,S113_target_original.jpg,S113_full_context.jpg
114,Passing,S114_minus30_crop.jpg,S114_minus20_crop.jpg,S114_minus10_crop.jpg,S114_target_crop.jpg,S114_target_original.jpg,S114_full_context.jpg
115,Passing,S115_minus30_crop.jpg,S115_minus20_crop.jpg,S115_minus10_crop.jpg,S115_target_crop.jpg,S115_target_original.jpg,S115_full_context.jpg
116,Descending,S116_minus30_crop.jpg,S116_minus20_crop.jpg,S116_minus10_crop.jpg,S116_target_crop.jpg,S116_target_original.jpg,S116_full_context.jpg
117,Ascending,S117_minus30_crop.jpg,S117_minus20_crop.jpg,S117_minus10_crop.jpg,S117_target_crop.jpg,S117_target_original.jpg,S117_full_context.jpg
118,Passing,S118_minus30_crop.jpg,S118_minus20_crop.jpg,S118_minus10_crop.jpg,S118_target_crop.jpg,S118_target_original.jpg,S118_full_context.jpg
119,Passing,S119_minus30_crop.jpg,S119_minus20_crop.jpg,S119_minus10_crop.jpg,S119_target_crop.jpg,S119_target_original.jpg,S119_full_context.jpg
120,Ascending,S120_minus30_crop.jpg,S120_minus20_crop.jpg,S120_minus10_crop.jpg,S120_target_crop.jpg,S120_target_original.jpg,S120_full_context.jpg
121,Descending,S121_minus30_crop.jpg,S121_minus20_crop.jpg,S121_minus10_crop.jpg,S121_target_crop.jpg,S121_target_original.jpg,S121_full_context.jpg
122,Descending,S122_minus30_crop.jpg,S122_minus20_crop.jpg,S122_minus10_crop.jpg,S122_target_crop.jpg,S122_target_original.jpg,S122_full_context.jpg
123,Ascending,S123_minus30_crop.jpg,S123_minus20_crop.jpg,S123_minus10_crop.jpg,S123_target_crop.jpg,S123_target_original.jpg,S123_full_context.jpg
124,Ascending,S124_minus30_crop.jpg,S124_minus20_crop.jpg,S124_minus10_crop.jpg,S124_target_crop.jpg,S124_target_original.jpg,S124_full_context.jpg
125,Ascending,S125_minus30_crop.jpg,S125_minus20_crop.jpg,S125_minus10_crop.jpg,S125_target_crop.jpg,S125_target_original.jpg,S125_full_context.jpg
126,Descending,S126_minus30_crop.jpg,S126_minus20_crop.jpg,S126_minus10_crop.jpg,S126_target_crop.jpg,S126_target_original.jpg,S126_full_context.jpg
127,Descending,S127_minus30_crop.jpg,S127_minus20_crop.jpg,S127_minus10_crop.jpg,S127_target_crop.jpg,S127_target_original.jpg,S127_full_context.jpg
128,Descending,S128_minus30_crop.jpg,S128_minus20_crop.jpg,S128_minus10_crop.jpg,S128_target_crop.jpg,S128_target_original.jpg,S128_full_context.jpg
129,Ascending,S129_minus30_crop.jpg,S129_minus20_crop.jpg,S129_minus10_crop.jpg,S129_target_crop.jpg,S129_target_original.jpg,S129_full_context.jpg
130,Passing,S130_minus30_crop.jpg,S130_minus20_crop.jpg,S130_minus10_crop.jpg,S130_target_crop.jpg,S130_target_original.jpg,S130_full_context.jpg
131,Descending,S131_minus30_crop.jpg,S131_minus20_crop.jpg,S131_minus10_crop.jpg,S131_target_crop.jpg,S131_target_original.jpg,S131_full_context.jpg
132,Ascending,S132_minus30_crop.jpg,S132_minus20_crop.jpg,S132_minus10_crop.jpg,S132_target_crop.jpg,S132_target_original.jpg,S132_full_context.jpg
133,Passing,S133_minus30_crop.jpg,S133_minus20_crop.jpg,S133_minus10_crop.jpg,S133_target_crop.jpg,S133_target_original.jpg,S133_full_context.jpg
134,Descending,S134_minus30_crop.jpg,S134_minus20_crop.jpg,S134_minus10_crop.jpg,S134_target_crop.jpg,S134_target_original.jpg,S134_full_context.jpg
135,Descending,S135_minus30_crop.jpg,S135_minus20_crop.jpg,S135_minus10_crop.jpg,S135_target_crop.jpg,S135_target_original.jpg,S135_full_context.jpg
136,Ascending,S136_minus30_crop.jpg,S136_minus20_crop.jpg,S136_minus10_crop.jpg,S136_target_crop.jpg,S136_target_original.jpg,S136_full_context.jpg
137,Descending,S137_minus30_crop.jpg,S137_minus20_crop.jpg,S137_minus10_crop.jpg,S137_target_crop.jpg,S137_target_original.jpg,S137_full_context.jpg
138,Descending,S138_minus30_crop.jpg,S138_minus20_crop.jpg,S138_minus10_crop.jpg,S138_target_crop.jpg,S138_target_original.jpg,S138_full_context.jpg
139,Ascending,S139_minus30_crop.jpg,S139_minus20_crop.jpg,S139_minus10_crop.jpg,S139_target_crop.jpg,S139_target_original.jpg,S139_full_context.jpg
140,Descending,S140_minus30_crop.jpg,S140_minus20_crop.jpg,S140_minus10_crop.jpg,S140_target_crop.jpg,S140_target_original.jpg,S140_full_context.jpg
141,Ascending,S141_minus30_crop.jpg,S141_minus20_crop.jpg,S141_minus10_crop.jpg,S141_target_crop.jpg,S141_target_original.jpg,S141_full_context.jpg
142,Descending,S142_minus30_crop.jpg,S142_minus20_crop.jpg,S142_minus10_crop.jpg,S142_target_crop.jpg,S142_target_original.jpg,S142_full_context.jpg
143,Descending,S143_minus30_crop.jpg,S143_minus20_crop.jpg,S143_minus10_crop.jpg,S143_target_crop.jpg,S143_target_original.jpg,S143_full_context.jpg
144,Passing,S144_minus30_crop.jpg,S144_minus20_crop.jpg,S144_minus10_crop.jpg,S144_target_crop.jpg,S144_target_original.jpg,S144_full_context.jpg
145,Descending,S145_minus30_crop.jpg,S145_minus20_crop.jpg,S145_minus10_crop.jpg,S145_target_crop.jpg,S145_target_original.jpg,S145_full_context.jpg
146,Passing,S146_minus30_crop.jpg,S146_minus20_crop.jpg,S146_minus10_crop.jpg,S146_target_crop.jpg,S146_target_original.jpg,S146_full_context.jpg
147,Descending,S147_minus30_crop.jpg,S147_minus20_crop.jpg,S147_minus10_crop.jpg,S147_target_crop.jpg,S147_target_original.jpg,S147_full_context.jpg
148,Descending,S148_minus30_crop.jpg,S148_minus20_crop.jpg,S148_minus10_crop.jpg,S148_target_crop.jpg,S148_target_original.jpg,S148_full_context.jpg
149,Descending,S149_minus30_crop.jpg,S149_minus20_crop.jpg,S149_minus10_crop.jpg,S149_target_crop.jpg,S149_target_original.jpg,S149_full_context.jpg
150,Descending,S150_minus30_crop.jpg,S150_minus20_crop.jpg,S150_minus10_crop.jpg,S150_target_crop.jpg,S150_target_original.jpg,S150_full_context.jpg
151,Ascending,S151_minus30_crop.jpg,S151_minus20_crop.jpg,S151_minus10_crop.jpg,S151_target_crop.jpg,S151_target_original.jpg,S151_full_context.jpg
152,Ascending,S152_minus30_crop.jpg,S152_minus20_crop.jpg,S152_minus10_crop.jpg,S152_target_crop.jpg,S152_target_original.jpg,S152_full_context.jpg
153,Passing,S153_minus30_crop.jpg,S153_minus20_crop.jpg,S153_minus10_crop.jpg,S153_target_crop.jpg,S153_target_original.jpg,S153_full_context.jpg
154,Passing,S154_minus30_crop.jpg,S154_minus20_crop.jpg,S154_minus10_crop.jpg,S154_target_crop.jpg,S154_target_original.jpg,S154_full_context.jpg
155,Descending,S155_minus30_crop.jpg,S155_minus20_crop.jpg,S155_minus10_crop.jpg,S155_target_crop.jpg,S155_target_original.jpg,S155_full_context.jpg
156,Passing,S156_minus30_crop.jpg,S156_minus20_crop.jpg,S156_minus10_crop.jpg,S156_target_crop.jpg,S156_target_original.jpg,S156_full_context.jpg
157,Passing,S157_minus30_crop.jpg,S157_minus20_crop.jpg,S157_minus10_crop.jpg,S157_target_crop.jpg,S157_target_original.jpg,S157_full_context.jpg
158,Passing,S158_minus30_crop.jpg,S158_minus20_crop.jpg,S158_minus10_crop.jpg,S158_target_crop.jpg,S158_target_original.jpg,S158_full_context.jpg
159,Descending,S159_minus30_crop.jpg,S159_minus20_crop.jpg,S159_minus10_crop.jpg,S159_target_crop.jpg,S159_target_original.jpg,S159_full_context.jpg
160,Descending,S160_minus30_crop.jpg,S160_minus20_crop.jpg,S160_minus10_crop.jpg,S160_target_crop.jpg,S160_target_original.jpg,S160_full_context.jpg
161,Descending,S161_minus30_crop.jpg,S161_minus20_crop.jpg,S161_minus10_crop.jpg,S161_target_crop.jpg,S161_target_original.jpg,S161_full_context.jpg
162,Descending,S162_minus30_crop.jpg,S162_minus20_crop.jpg,S162_minus10_crop.jpg,S162_target_crop.jpg,S162_target_original.jpg,S162_full_context.jpg
163,Descending,S163_minus30_crop.jpg,S163_minus20_crop.jpg,S163_minus10_crop.jpg,S163_target_crop.jpg,S163_target_original.jpg,S163_full_context.jpg
164,Descending,S164_minus30_crop.jpg,S164_minus20_crop.jpg,S164_minus10_crop.jpg,S164_target_crop.jpg,S164_target_original.jpg,S164_full_context.jpg
165,Ascending,S165_minus30_crop.jpg,S165_minus20_crop.jpg,S165_minus10_crop.jpg,S165_target_crop.jpg,S165_target_original.jpg,S165_full_context.jpg
166,Descending,S166_minus30_crop.jpg,S166_minus20_crop.jpg,S166_minus10_crop.jpg,S166_target_crop.jpg,S166_target_original.jpg,S166_full_context.jpg
167,Ascending,S167_minus30_crop.jpg,S167_minus20_crop.jpg,S167_minus10_crop.jpg,S167_target_crop.jpg,S167_target_original.jpg,S167_full_context.jpg
168,Descending,S168_minus30_crop.jpg,S168_minus20_crop.jpg,S168_minus10_crop.jpg,S168_target_crop.jpg,S168_target_original.jpg,S168_full_context.jpg
